DEPTH (FT)	CALI (IN)	GR (GAPI)	NPHISS	RHOB (G/C3)	RILD (OHMM)	SP (MV)	RFOC (OHMM)
10520.25	10.348	85.217	0.369	2.257	0.44	-18.041	0.623
10520.5	10.345	85.951	0.371	2.254	0.442	-19.668	0.629
10520.75	10.342	86.181	0.373	2.251	0.442	-21.902	0.637
10521	10.341	85.808	0.374	2.247	0.442	-24.499	0.649
10521.25	10.343	84.921	0.374	2.244	0.441	-26.967	0.659
10521.5	10.349	83.726	0.374	2.24	0.441	-28.686	0.666
10521.75	10.357	82.449	0.372	2.239	0.442	-29.152	0.666
10522	10.368	81.375	0.37	2.237	0.445	-28.211	0.658
10522.25	10.378	80.79	0.368	2.237	0.448	-26.126	0.645
10522.5	10.386	80.861	0.366	2.237	0.453	-23.405	0.631
10522.75	10.389	81.597	0.366	2.239	0.458	-20.569	0.619
10523	10.388	82.858	0.367	2.241	0.462	-17.973	0.611
10523.25	10.382	84.361	0.37	2.243	0.466	-15.763	0.606
10523.5	10.374	85.769	0.373	2.246	0.469	-13.937	0.604
10523.75	10.364	86.731	0.376	2.249	0.471	-12.445	0.605
10524	10.356	87.024	0.378	2.252	0.472	-11.283	0.606
10524.25	10.35	86.67	0.377	2.254	0.473	-10.486	0.607
10524.5	10.347	85.97	0.376	2.256	0.472	-10.066	0.609
10524.75	10.346	85.275	0.374	2.257	0.469	-10.025	0.611
10525	10.346	84.759	0.371	2.259	0.465	-10.376	0.612
10525.25	10.346	84.423	0.369	2.257	0.46	-11.135	0.612
10525.5	10.347	84.158	0.369	2.256	0.454	-12.279	0.611
10525.75	10.346	83.953	0.37	2.252	0.447	-13.742	0.608
10526	10.341	83.912	0.372	2.248	0.439	-15.484	0.602
10526.25	10.329	84.041	0.374	2.24	0.431	-17.609	0.592
10526.5	10.31	84.184	0.375	2.233	0.422	-20.378	0.58
10526.75	10.286	84.063	0.376	2.223	0.412	-24.057	0.568
10527	10.26	83.428	0.376	2.213	0.4	-28.737	0.559
10527.25	10.238	82.156	0.375	2.203	0.386	-34.247	0.558
10527.5	10.222	80.302	0.374	2.193	0.37	-40.193	0.566
10527.75	10.215	78.172	0.372	2.184	0.35	-46.121	0.584
10528	10.214	76.201	0.37	2.176	0.329	-51.686	0.609
10528.25	10.218	74.857	0.367	2.171	0.308	-56.718	0.631
10528.5	10.225	74.388	0.365	2.167	0.29	-61.174	0.638
10528.75	10.236	74.672	0.364	2.167	0.276	-65.039	0.622
10529	10.248	75.292	0.364	2.168	0.266	-68.241	0.585
10529.25	10.261	75.773	0.365	2.174	0.26	-70.583	0.54
10529.5	10.273	75.861	0.367	2.179	0.258	-71.769	0.5
10529.75	10.283	75.614	0.37	2.188	0.257	-71.543	0.47
10530	10.29	75.368	0.371	2.196	0.257	-69.808	0.454
10530.25	10.294	75.481	0.37	2.205	0.258	-66.665	0.449
10530.5	10.295	76.036	0.368	2.214	0.26	-62.345	0.455
10530.75	10.293	76.88	0.364	2.22	0.261	-57.135	0.467
10531	10.289	77.706	0.361	2.227	0.264	-51.368	0.483
10531.25	10.286	78.34	0.358	2.228	0.268	-45.489	0.5
10531.5	10.283	78.859	0.358	2.23	0.273	-40.114	0.514
10531.75	10.285	79.389	0.359	2.227	0.28	-35.979	0.526
10532	10.29	79.884	0.362	2.223	0.287	-33.758	0.538
10532.25	10.298	80.148	0.364	2.217	0.292	-33.814	0.55
10532.5	10.306	80.024	0.365	2.211	0.295	-36	0.564
10532.75	10.313	79.553	0.364	2.205	0.295	-39.69	0.576
10533	10.317	79.023	0.362	2.198	0.293	-44.061	0.583
10533.25	10.319	78.82	0.359	2.194	0.29	-48.399	0.579
10533.5	10.321	79.159	0.356	2.189	0.287	-52.231	0.562
10533.75	10.323	79.923	0.354	2.188	0.286	-55.263	0.536
10534	10.327	80.677	0.351	2.187	0.287	-57.244	0.51
10534.25	10.332	81.005	0.35	2.19	0.289	-57.935	0.49
10534.5	10.337	80.794	0.35	2.193	0.293	-57.251	0.479
10534.75	10.342	80.222	0.352	2.198	0.298	-55.393	0.481
10535	10.345	79.563	0.355	2.203	0.303	-52.824	0.493
10535.25	10.347	79.057	0.358	2.21	0.309	-50.062	0.513
10535.5	10.348	78.808	0.36	2.217	0.315	-47.455	0.537
10535.75	10.345	78.724	0.361	2.224	0.323	-45.107	0.56
10536	10.341	78.772	0.362	2.231	0.333	-42.914	0.577
10536.25	10.335	79.069	0.363	2.237	0.347	-40.686	0.589
10536.5	10.33	79.803	0.362	2.244	0.363	-38.26	0.596
10536.75	10.327	81.057	0.361	2.25	0.382	-35.543	0.603
10537	10.328	82.58	0.361	2.256	0.402	-32.491	0.613
10537.25	10.333	83.902	0.36	2.261	0.421	-29.098	0.625
10537.5	10.339	84.69	0.359	2.266	0.44	-25.444	0.638
10537.75	10.345	84.859	0.358	2.27	0.456	-21.783	0.648
10538	10.35	84.61	0.356	2.274	0.469	-18.544	0.652
10538.25	10.356	84.242	0.354	2.276	0.48	-16.168	0.65
10538.5	10.362	83.984	0.353	2.279	0.489	-14.892	0.642
10538.75	10.37	83.919	0.352	2.28	0.495	-14.657	0.632
10539	10.377	84.112	0.352	2.282	0.499	-15.184	0.621
10539.25	10.38	84.602	0.353	2.284	0.501	-16.125	0.613
10539.5	10.379	85.346	0.354	2.285	0.503	-17.205	0.61
10539.75	10.373	86.208	0.355	2.287	0.504	-18.237	0.613
10540	10.364	86.978	0.355	2.289	0.505	-19.067	0.622
10540.25	10.356	87.514	0.355	2.292	0.506	-19.524	0.634
10540.5	10.354	87.838	0.355	2.294	0.508	-19.43	0.644
10540.75	10.36	88.083	0.356	2.296	0.51	-18.66	0.648
10541	10.374	88.364	0.357	2.299	0.514	-17.243	0.644
10541.25	10.396	88.735	0.358	2.301	0.519	-15.388	0.637
10541.5	10.42	89.113	0.359	2.303	0.526	-13.4	0.63
10541.75	10.442	89.399	0.359	2.304	0.533	-11.542	0.629
10542	10.46	89.564	0.359	2.305	0.54	-9.937	0.633
10542.25	10.471	89.673	0.358	2.306	0.547	-8.574	0.642
10542.5	10.477	89.799	0.357	2.307	0.552	-7.396	0.652
10542.75	10.479	89.942	0.356	2.307	0.555	-6.384	0.659
10543	10.48	89.996	0.355	2.307	0.557	-5.609	0.663
10543.25	10.479	89.817	0.355	2.308	0.559	-5.202	0.665
10543.5	10.479	89.396	0.356	2.308	0.56	-5.252	0.667
10543.75	10.479	88.842	0.358	2.309	0.56	-5.733	0.671
10544	10.482	88.316	0.361	2.31	0.561	-6.502	0.676
10544.25	10.487	87.829	0.364	2.311	0.561	-7.355	0.683
10544.5	10.494	87.278	0.365	2.312	0.561	-8.099	0.688
10544.75	10.502	86.577	0.364	2.313	0.561	-8.619	0.691
10545	10.511	85.814	0.363	2.314	0.561	-8.917	0.69
10545.25	10.519	85.098	0.36	2.315	0.561	-9.09	0.686
10545.5	10.527	84.581	0.357	2.317	0.561	-9.275	0.682
10545.75	10.536	84.428	0.355	2.318	0.56	-9.574	0.678
10546	10.544	84.834	0.354	2.319	0.558	-10.025	0.677
10546.25	10.545	85.867	0.354	2.32	0.555	-10.615	0.677
10546.5	10.534	87.393	0.355	2.32	0.551	-11.309	0.679
10546.75	10.509	89.102	0.356	2.319	0.547	-12.068	0.68
10547	10.473	90.675	0.357	2.317	0.542	-12.863	0.679
10547.25	10.431	91.768	0.359	2.314	0.536	-13.661	0.675
10547.5	10.389	92.108	0.361	2.31	0.529	-14.436	0.668
10547.75	10.351	91.74	0.362	2.304	0.521	-15.219	0.659
10548	10.32	90.958	0.364	2.298	0.513	-16.196	0.65
10548.25	10.295	90.093	0.365	2.29	0.505	-17.676	0.643
10548.5	10.275	89.284	0.365	2.283	0.496	-19.941	0.64
10548.75	10.26	88.383	0.365	2.277	0.487	-23.068	0.644
10549	10.252	87.077	0.365	2.271	0.478	-26.844	0.654
10549.25	10.248	85.221	0.365	2.269	0.468	-30.79	0.671
10549.5	10.246	83.046	0.364	2.266	0.459	-34.29	0.693
10549.75	10.244	81.036	0.363	2.268	0.451	-36.759	0.717
10550	10.243	79.79	0.361	2.27	0.446	-37.851	0.738
10550.25	10.244	79.705	0.36	2.277	0.444	-37.547	0.75
10550.5	10.249	80.638	0.362	2.284	0.446	-36.083	0.75
10550.75	10.258	82.018	0.366	2.294	0.45	-33.791	0.739
10551	10.271	83.227	0.372	2.303	0.458	-30.973	0.72
10551.25	10.283	83.791	0.378	2.313	0.467	-27.864	0.701
10551.5	10.293	83.599	0.383	2.323	0.478	-24.624	0.683
10551.75	10.299	82.798	0.386	2.331	0.489	-21.38	0.671
10552	10.303	81.66	0.385	2.339	0.502	-18.286	0.663
10552.25	10.304	80.446	0.382	2.344	0.514	-15.565	0.661
10552.5	10.302	79.452	0.379	2.348	0.527	-13.458	0.663
10552.75	10.297	78.875	0.376	2.349	0.538	-12.129	0.668
10553	10.294	78.799	0.375	2.35	0.55	-11.582	0.678
10553.25	10.305	79.198	0.374	2.348	0.56	-11.669	0.689
10553.5	10.344	79.992	0.373	2.345	0.568	-12.154	0.701
10553.75	10.419	80.99	0.372	2.341	0.576	-12.852	0.71
10554	10.528	81.997	0.371	2.337	0.582	-13.732	0.716
10554.25	10.656	82.858	0.37	2.333	0.586	-14.905	0.718
10554.5	10.782	83.382	0.37	2.328	0.587	-16.517	0.719
10554.75	10.885	83.416	0.369	2.324	0.587	-18.622	0.721
10555	10.957	82.945	0.368	2.32	0.585	-21.162	0.727
10555.25	10.998	82.173	0.366	2.315	0.582	-23.931	0.736
10555.5	11.016	81.479	0.362	2.311	0.579	-26.564	0.742
10555.75	11.023	81.25	0.359	2.306	0.576	-28.602	0.742
10556	11.026	81.617	0.357	2.301	0.575	-29.648	0.734
10556.25	11.027	82.294	0.357	2.296	0.573	-29.533	0.719
10556.5	11.027	82.759	0.36	2.29	0.573	-28.384	0.701
10556.75	11.028	82.597	0.365	2.284	0.572	-26.582	0.685
10557	11.028	81.792	0.372	2.278	0.572	-24.633	0.674
10557.25	11.029	80.718	0.378	2.272	0.571	-22.981	0.667
10557.5	11.029	79.817	0.381	2.266	0.571	-21.836	0.666
10557.75	11.03	79.303	0.38	2.262	0.57	-21.077	0.67
10558	11.03	79.179	0.376	2.257	0.569	-20.386	0.678
10558.25	11.03	79.236	0.37	2.255	0.567	-19.49	0.688
10558.5	11.031	79.236	0.362	2.252	0.566	-18.306	0.696
10558.75	11.039	79.079	0.355	2.252	0.563	-16.95	0.699
10559	11.06	78.851	0.35	2.251	0.56	-15.649	0.696
10559.25	11.095	78.668	0.346	2.252	0.557	-14.635	0.688
10559.5	11.139	78.622	0.345	2.253	0.554	-14.056	0.676
10559.75	11.175	78.675	0.345	2.254	0.551	-13.929	0.665
10560	11.189	78.794	0.346	2.255	0.548	-14.16	0.656
10560.25	11.168	78.87	0.347	2.256	0.546	-14.585	0.65
10560.5	11.116	78.753	0.349	2.256	0.544	-15.035	0.648
10560.75	11.047	78.261	0.351	2.256	0.543	-15.386	0.648
10561	10.981	77.375	0.352	2.256	0.542	-15.581	0.651
10561.25	10.925	76.269	0.353	2.257	0.542	-15.632	0.655
10561.5	10.873	75.21	0.353	2.257	0.543	-15.594	0.658
10561.75	10.816	74.459	0.353	2.26	0.545	-15.546	0.661
10562	10.743	74.381	0.351	2.263	0.548	-15.564	0.662
10562.25	10.66	75.175	0.351	2.268	0.551	-15.708	0.663
10562.5	10.58	76.73	0.352	2.273	0.555	-16.004	0.665
10562.75	10.518	78.623	0.356	2.281	0.559	-16.442	0.669
10563	10.481	80.396	0.361	2.288	0.563	-16.974	0.676
10563.25	10.467	81.755	0.367	2.297	0.567	-17.501	0.686
10563.5	10.467	82.586	0.371	2.307	0.571	-17.874	0.697
10563.75	10.471	82.976	0.373	2.315	0.575	-17.915	0.709
10564	10.473	83.189	0.374	2.324	0.579	-17.481	0.72
10564.25	10.474	83.545	0.373	2.33	0.584	-16.52	0.729
10564.5	10.475	84.289	0.374	2.335	0.588	-15.094	0.734
10564.75	10.477	85.437	0.375	2.338	0.592	-13.365	0.733
10565	10.481	86.843	0.378	2.34	0.596	-11.539	0.728
10565.25	10.487	88.335	0.381	2.338	0.599	-9.793	0.718
10565.5	10.494	89.66	0.385	2.337	0.601	-8.271	0.706
10565.75	10.502	90.614	0.388	2.333	0.602	-7.098	0.694
10566	10.509	90.997	0.391	2.33	0.6	-6.383	0.686
10566.25	10.514	90.812	0.395	2.326	0.597	-6.171	0.681
10566.5	10.515	90.374	0.398	2.322	0.591	-6.376	0.681
10566.75	10.514	90.003	0.4	2.318	0.583	-6.776	0.686
10567	10.51	89.772	0.4	2.314	0.573	-7.083	0.694
10567.25	10.505	89.645	0.398	2.311	0.563	-7.07	0.702
10567.5	10.503	89.456	0.396	2.307	0.553	-6.687	0.707
10567.75	10.509	89.017	0.394	2.304	0.544	-6.137	0.706
10568	10.534	88.265	0.394	2.3	0.535	-5.857	0.696
10568.25	10.584	87.336	0.395	2.295	0.526	-6.313	0.679
10568.5	10.66	86.444	0.394	2.291	0.517	-7.736	0.66
10568.75	10.742	85.722	0.393	2.286	0.508	-10.039	0.643
10569	10.808	85.207	0.39	2.282	0.498	-12.924	0.632
10569.25	10.835	84.715	0.387	2.279	0.489	-16.033	0.628
10569.5	10.817	84.118	0.383	2.275	0.48	-19.075	0.632
10569.75	10.763	83.495	0.38	2.274	0.473	-21.853	0.64
10570	10.689	82.984	0.378	2.272	0.467	-24.217	0.651
10570.25	10.617	82.673	0.376	2.273	0.463	-26.02	0.664
10570.5	10.56	82.583	0.374	2.273	0.459	-27.094	0.677
10570.75	10.524	82.58	0.373	2.275	0.457	-27.309	0.689
10571	10.505	82.442	0.373	2.277	0.456	-26.67	0.697
10571.25	10.502	82.022	0.375	2.279	0.455	-25.357	0.698
10571.5	10.51	81.381	0.377	2.282	0.455	-23.687	0.691
10571.75	10.524	80.692	0.381	2.284	0.456	-21.982	0.677
10572	10.539	80.34	0.385	2.285	0.459	-20.441	0.659
10572.25	10.552	80.61	0.389	2.287	0.462	-19.112	0.642
10572.5	10.561	81.413	0.392	2.288	0.466	-17.988	0.629
10572.75	10.571	82.346	0.394	2.29	0.469	-17.121	0.621
10573	10.582	82.968	0.395	2.291	0.472	-16.66	0.617
10573.25	10.593	83.084	0.395	2.292	0.473	-16.84	0.616
10573.5	10.601	82.775	0.394	2.293	0.474	-17.934	0.617
10573.75	10.602	82.399	0.393	2.294	0.474	-20.188	0.618
10574	10.597	82.313	0.392	2.295	0.473	-23.631	0.62
10574.25	10.585	82.592	0.39	2.295	0.471	-27.868	0.624
10574.5	10.571	83.16	0.388	2.295	0.47	-32.069	0.633
10574.75	10.557	83.774	0.388	2.295	0.468	-35.306	0.645
10575	10.55	84.295	0.39	2.294	0.466	-36.948	0.659
10575.25	10.562	84.857	0.396	2.293	0.467	-36.927	0.669
10575.5	10.612	85.584	0.403	2.292	0.468	-35.744	0.67
10575.75	10.718	86.303	0.41	2.291	0.471	-34.235	0.663
10576	10.887	86.587	0.415	2.29	0.475	-33.159	0.649
10576.25	11.104	86.02	0.417	2.289	0.479	-32.825	0.637
10576.5	11.337	84.479	0.417	2.288	0.483	-32.958	0.632
10576.75	11.548	82.33	0.414	2.287	0.486	-32.952	0.635
10577	11.708	80.351	0.41	2.287	0.489	-32.31	0.646
10577.25	11.806	79.271	0.407	2.286	0.491	-30.905	0.66
10577.5	11.853	79.405	0.404	2.285	0.494	-28.957	0.67
10577.75	11.869	80.584	0.402	2.284	0.497	-26.834	0.675
10578	11.872	82.312	0.4	2.282	0.5	-24.844	0.674
10578.25	11.873	84.034	0.399	2.279	0.504	-23.101	0.669
10578.5	11.873	85.316	0.399	2.276	0.507	-21.522	0.663
10578.75	11.873	85.961	0.399	2.272	0.51	-19.911	0.657
10579	11.872	86.043	0.4	2.268	0.513	-18.096	0.652
10579.25	11.872	85.785	0.4	2.264	0.514	-16.046	0.646
10579.5	11.871	85.347	0.4	2.26	0.516	-13.873	0.64
10579.75	11.871	84.935	0.399	2.257	0.517	-11.753	0.635
10580	11.872	84.775	0.399	2.253	0.518	-9.865	0.631
10580.25	11.876	85.094	0.398	2.251	0.519	-8.356	0.629
10580.5	11.886	85.932	0.396	2.249	0.519	-7.304	0.63
10580.75	11.905	87.146	0.394	2.248	0.518	-6.701	0.633
10581	11.93	88.302	0.392	2.248	0.517	-6.483	0.636
10581.25	11.951	89.067	0.389	2.248	0.516	-6.573	0.64
10581.5	11.944	89.349	0.387	2.248	0.515	-6.926	0.641
10581.75	11.882	89.174	0.386	2.248	0.514	-7.545	0.64
10582	11.753	88.585	0.385	2.248	0.514	-8.469	0.636
10582.25	11.568	87.759	0.386	2.248	0.515	-9.769	0.635
10582.5	11.358	86.746	0.387	2.249	0.516	-11.515	0.638
10582.75	11.163	85.601	0.388	2.25	0.517	-13.718	0.648
10583	11.019	84.331	0.389	2.252	0.518	-16.286	0.664
10583.25	10.951	82.999	0.388	2.254	0.518	-18.988	0.682
10583.5	10.968	81.791	0.385	2.257	0.517	-21.459	0.694
10583.75	11.055	80.964	0.381	2.261	0.516	-23.27	0.696
10584	11.182	80.648	0.378	2.264	0.516	-24.074	0.687
10584.25	11.307	80.741	0.377	2.268	0.516	-23.732	0.672
10584.5	11.389	81.207	0.379	2.272	0.517	-22.383	0.656
10584.75	11.403	82.064	0.383	2.274	0.519	-20.397	0.643
10585	11.349	83.139	0.39	2.276	0.521	-18.216	0.635
10585.25	11.252	84.196	0.397	2.277	0.522	-16.176	0.628
10585.5	11.153	85.041	0.405	2.277	0.523	-14.43	0.62
10585.75	11.081	85.569	0.412	2.276	0.523	-12.973	0.61
10586	11.045	85.701	0.416	2.275	0.521	-11.778	0.599
10586.25	11.034	85.34	0.416	2.273	0.52	-10.926	0.59
10586.5	11.032	84.585	0.412	2.271	0.518	-10.619	0.588
10586.75	11.027	83.791	0.404	2.27	0.517	-11.068	0.593
10587	11.015	83.246	0.395	2.269	0.515	-12.312	0.606
10587.25	10.997	82.95	0.386	2.269	0.514	-14.081	0.623
10587.5	10.977	82.77	0.38	2.269	0.513	-15.858	0.639
10587.75	10.959	82.661	0.377	2.27	0.512	-17.116	0.649
10588	10.946	82.564	0.378	2.271	0.512	-17.569	0.649
10588.25	10.941	82.521	0.381	2.272	0.515	-17.274	0.644
10588.5	10.941	82.611	0.385	2.274	0.518	-16.542	0.636
10588.75	10.946	82.977	0.39	2.275	0.522	-15.708	0.63
10589	10.953	83.756	0.394	2.277	0.527	-14.941	0.629
10589.25	10.962	84.976	0.397	2.278	0.53	-14.201	0.63
10589.5	10.972	86.43	0.399	2.28	0.532	-13.335	0.632
10589.75	10.982	87.822	0.399	2.281	0.533	-12.24	0.632
10590	10.993	88.874	0.399	2.283	0.531	-10.978	0.629
10590.25	11.003	89.26	0.399	2.284	0.529	-9.753	0.624
10590.5	11.014	88.692	0.398	2.286	0.526	-8.812	0.621
10590.75	11.031	87.213	0.398	2.287	0.523	-8.333	0.62
10591	11.065	85.252	0.397	2.287	0.519	-8.379	0.625
10591.25	11.135	83.449	0.394	2.286	0.514	-8.892	0.633
10591.5	11.242	82.429	0.39	2.286	0.508	-9.713	0.642
10591.75	11.367	82.454	0.385	2.282	0.502	-10.61	0.65
10592	11.479	83.354	0.381	2.278	0.495	-11.357	0.653
10592.25	11.539	84.703	0.379	2.271	0.488	-11.852	0.647
10592.5	11.517	85.978	0.379	2.265	0.483	-12.229	0.633
10592.75	11.415	86.639	0.382	2.255	0.479	-12.898	0.614
10593	11.258	86.399	0.385	2.246	0.474	-14.442	0.595
10593.25	11.08	85.298	0.386	2.237	0.468	-17.368	0.581
10593.5	10.909	83.589	0.387	2.227	0.458	-21.906	0.575
10593.75	10.754	81.553	0.385	2.219	0.441	-27.915	0.58
10594	10.616	79.333	0.383	2.21	0.42	-34.907	0.594
10594.25	10.495	77.04	0.381	2.205	0.395	-42.207	0.614
10594.5	10.398	74.8	0.378	2.2	0.372	-49.142	0.634
10594.75	10.325	72.771	0.375	2.2	0.352	-55.18	0.65
10595	10.28	71.174	0.371	2.199	0.336	-59.965	0.656
10595.25	10.261	70.157	0.367	2.201	0.325	-63.226	0.652
10595.5	10.257	69.652	0.364	2.204	0.318	-64.666	0.637
10595.75	10.256	69.503	0.364	2.209	0.313	-63.986	0.614
10596	10.256	69.63	0.366	2.213	0.311	-61.068	0.586
10596.25	10.255	70.191	0.371	2.218	0.311	-56.091	0.556
10596.5	10.255	71.45	0.376	2.223	0.313	-49.542	0.529
10596.75	10.254	73.604	0.381	2.227	0.316	-42.163	0.507
10597	10.254	76.519	0.386	2.231	0.322	-34.794	0.493
10597.25	10.254	79.684	0.399	2.236	0.329	-28.185	0.486
10597.5	10.254	82.486	0.406	2.24	0.338	-22.856	0.487
10597.75	10.254	84.34	0.406	2.246	0.347	-19.079	0.494
10598	10.253	85.017	0.399	2.253	0.355	-16.987	0.505
10598.25	10.253	84.798	0.393	2.264	0.364	-16.714	0.518
10598.5	10.253	84.077	0.398	2.275	0.371	-18.342	0.529
10598.75	10.254	83.055	0.406	2.292	0.376	-21.668	0.541
10599	10.255	81.719	0.41	2.308	0.379	-26.098	0.554
10599.25	10.256	80.002	0.404	2.329	0.378	-30.783	0.571
10599.5	10.257	77.874	0.396	2.349	0.376	-34.713	0.595
10599.75	10.258	75.304	0.388	2.367	0.373	-36.962	0.628
10600	10.258	72.363	0.38	2.386	0.373	-36.965	0.671
